,adsh,cik,name,sic,fye,form,period,fy,fp,fs_year,fs_quarter
5459,0001574085-18-000062,1574085,BRAEMAR HOTELS & RESORTS INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5460,0001574197-18-000012,1574197,"FIVE POINT HOLDINGS, LLC",6500.0,1231.0,10-Q,20180630,2018,Q2,,
5461,0001574291-18-000021,1574291,CC HOLDINGS GS V LLC,4899.0,630.0,10-Q,20180630,2018,Q2,,
5462,0001574540-18-000077,1574540,PHYSICIANS REALTY TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5463,0001574596-18-000116,1574596,NEW HOME CO INC.,1531.0,1231.0,10-Q,20180630,2018,Q2,,
5464,0001574774-18-000051,1574774,"BIOTELEMETRY, INC.",8093.0,1231.0,10-Q,20180630,2018,Q2,,
5465,0001574815-18-000094,1574815,"BMC STOCK HOLDINGS, INC.",5211.0,1231.0,10-Q,20180630,2018,Q2,,
5466,0001574842-18-000027,12659,H&R BLOCK INC,7200.0,430.0,10-Q,20180731,2019,Q1,,
5467,0001575051-18-000093,1575051,CINER RESOURCES LP,1400.0,1231.0,10-Q,20180630,2018,Q2,,
5468,0001575189-18-000052,1575189,"MATCH GROUP, INC.",7370.0,1231.0,10-Q,20180630,2018,Q2,,
5469,0001575311-18-000010,1575311,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5470,0001575360-18-000054,1575360,"FTD COMPANIES, INC.",5960.0,1231.0,10-Q,20180630,2018,Q2,,
5471,0001575705-18-000159,933972,"POWERVERDE, INC.",3621.0,1231.0,10-Q,20180630,2018,Q2,,
5472,0001575705-18-000170,8504,AGEAGLE AERIAL SYSTEMS INC.,3721.0,1231.0,10-Q,20180630,2018,Q2,,
5473,0001575705-18-000172,1416876,"FIRST CHOICE HEALTHCARE SOLUTIONS, INC.",8071.0,1231.0,10-Q,20180630,2018,Q2,,
5474,0001575828-18-000019,1575828,FRANK'S INTERNATIONAL N.V.,1389.0,1231.0,10-Q,20180630,2018,Q2,,
5476,0001575872-18-000144,1435224,"VEGALAB, INC.",2870.0,1231.0,10-Q,20180331,2018,Q1,,
5477,0001575872-18-000162,1418302,RENEWABLE ENERGY ACQUISITION CORP.,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5478,0001575872-18-000164,311817,HMG COURTLAND PROPERTIES INC,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5479,0001575872-18-000181,1435224,"VEGALAB, INC.",2870.0,1231.0,10-Q,20180630,2018,Q2,,
5480,0001575965-18-000019,1575965,"GAMING & LEISURE PROPERTIES, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5481,0001576018-18-000074,1576018,THIRD POINT REINSURANCE LTD.,6331.0,1231.0,10-Q,20180630,2018,Q2,,
5482,0001576427-18-000061,1576427,CRITEO S.A.,7311.0,1231.0,10-Q,20180630,2018,Q2,,
5483,0001576940-18-000096,1576940,"CENTURY COMMUNITIES, INC.",1531.0,1231.0,10-Q,20180630,2018,Q2,,
5484,0001577670-18-000013,1577670,LADDER CAPITAL CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5486,0001578735-18-000057,1578735,NATIONAL GENERAL HOLDINGS CORP.,6331.0,1231.0,10-Q,20180630,2018,Q2,,
5487,0001579241-18-000030,1579241,ALLEGION PLC,7381.0,1231.0,10-Q,20180630,2018,Q2,,
5488,0001579252-18-000087,1579252,"JASON INDUSTRIES, INC.",3990.0,1231.0,10-Q,20180630,2018,Q2,,
5489,0001579684-18-000009,1579684,NEW MEDIA INVESTMENT GROUP INC.,2711.0,1231.0,10-Q,20180630,2018,Q2,,
5490,0001579877-18-000117,1579877,OUTFRONT MEDIA INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5491,0001579910-18-000013,1579910,RESONANT INC,3674.0,1231.0,10-Q,20180630,2018,Q2,,
5492,0001580608-18-000063,1580608,SANTANDER CONSUMER USA HOLDINGS INC.,6141.0,1231.0,10-Q,20180630,2018,Q2,,
5493,0001580642-18-003851,1345991,WORLD MONITOR TRUST III - SERIES J,6221.0,1231.0,10-Q,20180630,2018,Q2,,
5494,0001580670-18-000051,1580670,"LGI HOMES, INC.",1531.0,1231.0,10-Q,20180630,2018,Q2,,
5495,0001580673-18-000036,1580673,"KBS STRATEGIC OPPORTUNITY REIT II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5497,0001580695-18-000365,1445942,TEXAS MINERAL RESOURCES CORP.,1040.0,831.0,10-Q,20180531,2018,Q3,,
5498,0001580695-18-000367,1372183,"MONAKER GROUP, INC.",4700.0,228.0,10-Q,20180531,2018,Q1,,
5499,0001580695-18-000387,1682265,"RELIANT HOLDINGS, INC.",1700.0,1231.0,10-Q,20180630,2018,Q2,,
5500,0001580695-18-000392,1410738,VOIP-PAL.COM INC,3661.0,930.0,10-Q,20180630,2018,Q3,,
5501,0001580695-18-000394,1341726,"GULFSLOPE ENERGY, INC.",1311.0,930.0,10-Q,20180630,2018,Q3,,
5502,0001580695-18-000398,1309082,"CAMBER ENERGY, INC.",1311.0,331.0,10-Q,20180630,2018,Q1,,
5505,0001580695-18-000437,1368637,PETROLIA ENERGY CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5506,0001580808-18-000033,1580808,"A10 NETWORKS, INC.",3576.0,1231.0,10-Q,20180331,2018,Q1,,
5507,0001580988-18-000067,1580988,"COLE CREDIT PROPERTY TRUST V, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5508,0001581068-18-000024,1581068,BRIXMOR PROPERTY GROUP INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5509,0001581405-18-000021,1581405,"PHILLIPS EDISON GROCERY CENTER REIT II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5510,0001581874-18-000012,1581874,"TERRA SECURED INCOME FUND 5, LLC",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5511,0001581990-18-000011,1581990,PLAINS GP HOLDINGS LP,4610.0,1231.0,10-Q,20180630,2018,Q2,,
5512,0001582086-18-000029,1582086,BLUE CAPITAL REINSURANCE HOLDINGS LTD.,6331.0,1231.0,10-Q,20180630,2018,Q2,,
5513,0001582244-18-000049,1582244,CORNING NATURAL GAS HOLDING CORP,4923.0,930.0,10-Q,20180630,2018,Q3,,
5514,0001582568-18-000048,1582568,PBF LOGISTICS LP,4610.0,1231.0,10-Q,20180630,2018,Q2,,
5515,0001582966-18-000024,1582966,"CHENIERE ENERGY PARTNERS LP HOLDINGS, LLC",4924.0,1231.0,10-Q,20180630,2018,Q2,,
5516,0001583077-18-000006,1583077,"HOSPITALITY INVESTORS TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5517,0001583103-18-000017,1583103,VALERO ENERGY PARTNERS LP,4610.0,1231.0,10-Q,20180630,2018,Q2,,
5518,0001583648-18-000049,1583648,"PIERIS PHARMACEUTICALS, INC.",8731.0,1231.0,10-Q,20180630,2018,Q2,,
5519,0001584207-18-000027,1584207,"ONEMAIN HOLDINGS, INC.",6141.0,1231.0,10-Q,20180630,2018,Q2,,
5520,0001584423-18-000023,1584423,"APX GROUP HOLDINGS, INC.",7380.0,1231.0,10-Q,20180630,2018,Q2,,
5521,0001584509-18-000151,1584509,ARAMARK,5812.0,930.0,10-Q,20180630,2018,Q3,,
5522,0001584952-18-000015,1584952,EP ENERGY CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5523,0001585101-18-000055,1585101,"HINES GLOBAL INCOME TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5524,0001585219-18-000038,1585219,"STEADFAST APARTMENT REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5525,0001585364-18-000071,1585364,PERRIGO CO PLC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5526,0001585583-18-000046,1585583,"DEL TACO RESTAURANTS, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
5527,0001585689-18-000122,1585689,HILTON WORLDWIDE HOLDINGS INC.,7011.0,1231.0,10-Q,20180630,2018,Q2,,
5529,0001587523-18-000019,1587523,KNOWLES CORP,3651.0,630.0,10-Q,20180630,2018,Q2,,
5530,0001587732-18-000051,1587732,"ONE GAS, INC.",4924.0,1231.0,10-Q,20180630,2018,Q2,,
5531,0001589526-18-000059,1589526,BLUE BIRD CORP,3713.0,930.0,10-Q,20180630,2018,Q3,,
5532,0001590364-18-000010,1590364,FORTRESS TRANSPORTATION & INFRASTRUCTURE INVESTORS LLC,7350.0,1231.0,10-Q,20180630,2018,Q2,,
5533,0001590714-18-000081,1590714,PLATFORM SPECIALTY PRODUCTS CORP,2890.0,1231.0,10-Q,20180630,2018,Q2,,
5534,0001590750-18-000018,1590750,"MIRAGEN THERAPEUTICS, INC.",8071.0,1231.0,10-Q,20180630,2018,Q2,,
5537,0001591763-18-000035,1591763,"ENABLE MIDSTREAM PARTNERS, LP",4922.0,1231.0,10-Q,20180630,2018,Q2,,
5538,0001591956-18-000037,1591956,SPHERE 3D CORP,7374.0,1231.0,10-Q,20180630,2018,Q2,,
5539,0001592000-18-000009,1592000,"ENLINK MIDSTREAM, LLC",4922.0,1231.0,10-Q,20180630,2018,Q2,,
5540,0001592016-18-000016,1592016,"AGROFRESH SOLUTIONS, INC.",6770.0,1231.0,10-Q,20180630,2018,Q2,,
5541,0001592379-18-000047,1592379,"PAPA MURPHY'S HOLDINGS, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
5542,0001592386-18-000006,1592386,"VIRTU FINANCIAL, INC.",6211.0,1231.0,10-Q,20180630,2018,Q2,,
5543,0001592480-18-000016,1592480,"CONTINENTAL BUILDING PRODUCTS, INC.",3270.0,1231.0,10-Q,20180630,2018,Q2,,
5544,0001593034-18-000030,1593034,ENDO INTERNATIONAL PLC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5545,0001593195-18-000058,1593195,"TRONC, INC.",2711.0,1231.0,10-Q,20180630,2018,Q2,,
5546,0001593548-18-000022,1593548,"PLAYAGS, INC.",3990.0,1231.0,10-Q,20180630,2018,Q2,,
5547,0001594012-18-000078,1594012,"INVESTORS BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5549,0001594062-18-000144,1689084,QRONS INC.,2836.0,1231.0,10-Q,20180630,2018,Q2,,
5550,0001594062-18-000151,1577882,VORTEX BLOCKCHAIN TECHNOLOGIES INC.,3281.0,331.0,10-Q,20180630,2018,Q1,,
5553,0001594062-18-000160,1680966,"AGORA HOLDINGS, INC.",4899.0,1231.0,10-Q,20180630,2018,Q2,,
5554,0001594062-18-000161,1458581,"ZENOSENSE, INC.",1040.0,1231.0,10-Q,20180630,2018,Q2,,
5555,0001594062-18-000166,1402737,RAFINA INNOVATIONS INC.,3841.0,1231.0,10-Q,20180630,2018,Q2,,
5556,0001594466-18-000081,1594466,"PARSLEY ENERGY, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
5557,0001594686-18-000024,1594686,WASHINGTON PRIME GROUP INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5558,0001594879-18-000067,1594879,"ZOE'S KITCHEN, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
5559,0001595527-18-000013,1595527,"AMERICAN REALTY CAPITAL NEW YORK CITY REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5560,0001595585-18-000008,1595585,"TRICIDA, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5561,0001595974-18-000078,1595974,"RUBICON PROJECT, INC.",7370.0,1231.0,10-Q,20180630,2018,Q2,,
5562,0001596532-18-000174,1596532,"ARISTA NETWORKS, INC.",3576.0,1231.0,10-Q,20180630,2018,Q2,,
5564,0001596993-18-000022,1596993,DORIAN LPG LTD.,4412.0,331.0,10-Q,20180630,2018,Q1,,
5565,0001597033-18-000118,1597033,SABRE CORP,7370.0,1231.0,10-Q,20180630,2018,Q2,,
5566,0001597672-18-000041,1597672,RAYONIER ADVANCED MATERIALS INC.,2820.0,1231.0,10-Q,20180630,2018,Q2,,
5567,0001598014-18-000124,1598014,IHS MARKIT LTD.,7370.0,1130.0,10-Q,20180831,2018,Q3,,
5568,0001598428-18-000077,1598428,TIMKENSTEEL CORP,3312.0,1231.0,10-Q,20180630,2018,Q2,,
5569,0001599489-18-000012,1599489,VERITIV CORP,5110.0,1231.0,10-Q,20180630,2018,Q2,,
5571,0001599916-18-000123,1693801,"GLOBAL BRIDGE CAPITAL, INC.",8742.0,831.0,10-Q,20180531,2018,Q3,,
5572,0001599916-18-000133,1627469,"PHOTOZOU HOLDINGS, INC.",6770.0,1130.0,10-Q,20180531,2018,Q2,,
5573,0001599916-18-000144,1642223,"QMC SYSTEMS, INC.",6798.0,1231.0,10-Q,20180331,2018,Q1,,
5574,0001599916-18-000146,1642223,"QMC SYSTEMS, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5575,0001599916-18-000149,1702015,"AIS HOLDINGS GROUP, INC.",6770.0,331.0,10-Q,20180630,2018,Q1,,
5576,0001599916-18-000152,1657249,"ROAD MARSHALL, INC.",7371.0,930.0,10-Q,20180630,2018,Q3,,
5577,0001599916-18-000155,1666487,"STEMCELL HOLDINGS, INC.",6770.0,1231.0,10-Q,20180630,2018,Q2,,
5578,0001599916-18-000160,1634293,"EXCEED WORLD, INC.",6770.0,930.0,10-Q,20180630,2018,Q3,,
5579,0001600033-18-000043,1600033,"E.L.F. BEAUTY, INC.",2844.0,1231.0,10-Q,20180630,2018,Q2,,
5580,0001600132-18-000124,1600132,"BELLEROPHON THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5581,0001600626-18-000056,1600626,"GRIFFIN CAPITAL ESSENTIAL ASSET REIT II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5582,0001601046-18-000024,1601046,"KEYSIGHT TECHNOLOGIES, INC.",3823.0,1031.0,10-Q,20180731,2018,Q3,,
5583,0001601545-18-000046,1601545,"BLUE HILLS BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5584,0001601548-18-000079,1601548,"VECTRUS, INC.",8744.0,1231.0,10-Q,20180630,2018,Q2,,
5585,0001601712-18-000209,1601712,SYNCHRONY FINANCIAL,6199.0,1231.0,10-Q,20180630,2018,Q2,,
5586,0001602065-18-000033,1602065,VIPER ENERGY PARTNERS LP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5587,0001602658-18-000112,1602658,INVESTAR HOLDING CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
5588,0001603145-18-000053,1603145,"NEXTERA ENERGY PARTNERS, LP",4911.0,1231.0,10-Q,20180630,2018,Q2,,
5589,0001603671-18-000052,1603671,"NORTHSTAR/RXR NEW YORK METRO REAL ESTATE, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5590,0001603923-18-000109,1603923,WEATHERFORD INTERNATIONAL PLC,3533.0,630.0,10-Q,20180630,2018,Q2,,
5591,0001603978-18-000052,1603978,"AQUABOUNTY TECHNOLOGIES, INC.",900.0,1231.0,10-Q,20180630,2018,Q2,,
5592,0001604665-18-000020,1604665,WESTLAKE CHEMICAL PARTNERS LP,2860.0,1231.0,10-Q,20180630,2018,Q2,,
5593,0001604738-18-000035,1604738,ASHFORD INC.,8742.0,1231.0,10-Q,20180630,2018,Q2,,
5594,0001604778-18-000071,1604778,"QORVO, INC.",3674.0,331.0,10-Q,20180630,2019,FY,,
5595,0001606268-18-000074,1606268,"SPARK ENERGY, INC.",4931.0,1231.0,10-Q,20180630,2018,Q2,,
5596,0001606363-18-000027,1606363,"GREEN BANCORP, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
5597,0001606366-18-000024,1606366,"EL POLLO LOCO HOLDINGS, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
5598,0001606440-18-000007,1606440,"RELIANT BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
5599,0001606498-18-000068,1606498,"AVANOS MEDICAL, INC.",3842.0,1231.0,10-Q,20180630,2018,Q2,,
5601,0001606909-18-000062,1606909,PANGAEA LOGISTICS SOLUTIONS LTD.,4412.0,1231.0,10-Q,20180630,2018,Q2,,
5602,0001607062-18-000216,1449447,"ENTEST GROUP, INC.",2834.0,831.0,10-Q,20180531,2018,Q3,,
5603,0001607062-18-000229,1414953,"MOJO ORGANICS, INC.",2030.0,1231.0,10-Q,20180630,2018,Q2,,
5604,0001607062-18-000234,1637242,STRONG SOLUTIONS INC.,6531.0,1231.0,10-Q,20180630,2018,Q2,,
5606,0001607062-18-000238,1589150,REGEN BIOPHARMA INC,2834.0,930.0,10-Q,20180630,2018,Q3,,
5607,0001607062-18-000246,1479681,"IGAMBIT, INC.",7389.0,1231.0,10-Q,20180630,2018,Q2,,
5608,0001607062-18-000252,1113313,ARVANA INC,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5611,0001607062-18-000285,781902,INTERNATIONAL BALER CORP,3569.0,1031.0,10-Q,20180731,2018,Q3,,
5613,0001607062-18-000296,1546679,"MOBETIZE, CORP.",7200.0,331.0,10-Q,20180630,2019,Q1,,
5614,0001607962-18-000042,1607962,REWALK ROBOTICS LTD.,3842.0,1231.0,10-Q,20180630,2018,Q2,,
5615,0001608638-18-000023,1608638,"CIVITAS SOLUTIONS, INC.",8082.0,930.0,10-Q,20180630,2018,Q3,,
5616,0001609234-18-000012,1609234,"AMERICAN REALTY CAPITAL HEALTHCARE TRUST III, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5617,0001609253-18-000111,1609253,CALIFORNIA RESOURCES CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
5618,0001609351-18-000072,1609351,"SPARK THERAPEUTICS, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
5619,0001609471-18-000016,1609471,CAREY WATERMARK INVESTORS 2 INC,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5621,0001609711-18-000186,1609711,GODADDY INC.,7373.0,1231.0,10-Q,20180630,2018,Q2,,
5623,0001610114-18-000006,1610114,NEW SENIOR INVESTMENT GROUP INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
5624,0001610418-18-000027,1610418,CNX MIDSTREAM PARTNERS LP,4922.0,1231.0,10-Q,20180630,2018,Q2,,
5625,0001610466-18-000056,1610466,"SHELL MIDSTREAM PARTNERS, L.P.",4610.0,1231.0,10-Q,20180630,2018,Q2,,
5628,0001610618-18-000089,1610618,"CIDARA THERAPEUTICS, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
5629,0001610682-18-000077,1610682,USD PARTNERS LP,4013.0,1231.0,10-Q,20180630,2018,Q2,,
5630,0001610950-18-000030,1610950,"SYNEOS HEALTH, INC.",8731.0,1231.0,10-Q,20180630,2018,Q2,,
5631,0001611110-18-000024,1611110,MEDLEY MANAGEMENT INC.,6282.0,1231.0,10-Q,20180630,2018,Q2,,
5632,0001611547-18-000043,1611547,URBAN EDGE PROPERTIES,6500.0,1231.0,10-Q,20180630,2018,Q2,,
5633,0001611702-18-000074,1611702,BRIGHTSPHERE INVESTMENT GROUP PLC,6282.0,1231.0,10-Q,20180630,2018,Q2,,
5634,0001613103-18-000032,1613103,MEDTRONIC PLC,3845.0,430.0,10-Q,20180731,2019,Q1,,
5635,0001613665-18-000056,1613665,"GREAT WESTERN BANCORP, INC.",6022.0,930.0,10-Q,20180630,2018,Q3,,
5636,0001614178-18-000355,1614178,"YEXT, INC.",7374.0,131.0,10-Q,20180731,2018,Q2,,
5637,0001614976-18-000061,1614976,"COLE OFFICE & INDUSTRIAL REIT (CCIT III), INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
5638,0001615219-18-000052,1615219,"FLEX PHARMA, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5639,0001615774-18-006232,773717,"STANDARD METALS PROCESSING, INC.",1400.0,1231.0,10-Q,20180331,2018,Q1,,
5643,0001615774-18-006581,1653558,"M I ACQUISITIONS, INC.",6770.0,1231.0,10-Q,20180630,2018,Q2,,
5646,0001615774-18-007202,1726822,ADORBS INC.,2300.0,1231.0,10-Q,20180630,2018,Q2,,
5647,0001615774-18-007281,1121788,GARMIN LTD,3812.0,1231.0,10-Q,20180630,2018,Q2,,
5648,0001615774-18-007354,1716947,LEISURE ACQUISITION CORP.,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5649,0001615774-18-007490,1324948,RBC BEARINGS INC,3562.0,331.0,10-Q,20180630,2018,Q1,,
5650,0001615774-18-007565,1464790,"B. RILEY FINANCIAL, INC.",7389.0,1231.0,10-Q,20180630,2018,Q2,,
5651,0001615774-18-007655,1534154,IPSIDY INC.,7372.0,1231.0,10-Q,20180630,2018,Q2,,
5652,0001615774-18-007660,822663,INTER PARFUMS INC,2844.0,1231.0,10-Q,20180630,2018,Q2,,
5653,0001615774-18-007714,1713539,CM SEVEN STAR ACQUISITION CORP,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5654,0001615774-18-007733,1719893,MTECH ACQUISITION CORP,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5655,0001615774-18-007784,1680873,ATLANTIC ACQUISITION CORP.,5140.0,1231.0,10-Q,20180630,2018,Q2,,
5656,0001615774-18-007786,1356949,HOUSTON WIRE & CABLE CO,5063.0,1231.0,10-Q,20180630,2018,Q2,,
5657,0001615774-18-007796,1341766,"CELSIUS HOLDINGS, INC.",2086.0,1231.0,10-Q,20180630,2018,Q2,,
5658,0001615774-18-007803,778164,"PACIFIC ETHANOL, INC.",2860.0,1231.0,10-Q,20180630,2018,Q2,,
5659,0001615774-18-007804,1550603,"MALVERN BANCORP, INC.",6035.0,930.0,10-Q,20180630,2018,Q3,,
5660,0001615774-18-007805,1314052,ANAVEX LIFE SCIENCES CORP.,8731.0,930.0,10-Q,20180630,2018,Q3,,
5661,0001615774-18-007829,1646188,ZEV VENTURES INC.,7990.0,1231.0,10-Q,20180630,2018,Q2,,
5662,0001615774-18-007830,1080056,"THESTREET, INC.",2711.0,1231.0,10-Q,20180630,2018,Q2,,
5663,0001615774-18-007831,1435375,XG SCIENCES INC,2821.0,1231.0,10-Q,20180630,2018,Q2,,
5664,0001615774-18-007842,1563922,GREENBACKER RENEWABLE ENERGY CO LLC,4911.0,1231.0,10-Q,20180630,2018,Q2,,
5665,0001615774-18-007848,822370,"MYND ANALYTICS, INC.",8090.0,930.0,10-Q,20180630,2018,Q3,,
5666,0001615774-18-007861,1592782,NUKKLEUS INC.,8742.0,930.0,10-Q,20180630,2018,Q3,,
5667,0001615774-18-007864,1676163,"AVRA MEDICAL ROBOTICS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5668,0001615774-18-007871,1430306,TONIX PHARMACEUTICALS HOLDING CORP.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5669,0001615774-18-007880,1394638,CREATIVE LEARNING CORP,8200.0,930.0,10-Q,20180630,2018,Q3,,
5670,0001615774-18-007898,1468910,MILLBURN MULTI-MARKETS FUND L.P.,6799.0,1231.0,10-Q,20180630,2018,Q2,,
5671,0001615774-18-007902,1642159,REIGN SAPPHIRE CORP,5944.0,1231.0,10-Q,20180630,2018,Q2,,
5672,0001615774-18-007907,879911,"APPLIED ENERGETICS, INC.",3812.0,1231.0,10-Q,20180630,2018,Q2,,
5673,0001615774-18-007912,1397016,OPTEX SYSTEMS HOLDINGS INC,3827.0,930.0,10-Q,20180630,2018,Q3,,
5674,0001615774-18-007913,1686850,"MOTUS GI HOLDINGS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5675,0001615774-18-007916,1673481,TRIDENT ACQUISITIONS CORP.,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5676,0001615774-18-007918,1471781,GOPHER PROTOCOL INC.,8742.0,1231.0,10-Q,20180630,2018,Q2,,
5677,0001615774-18-007923,1488039,ATOSSA GENETICS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
5678,0001615774-18-007925,1537663,"HEALTH-RIGHT DISCOVERIES, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5679,0001615774-18-007945,1723580,OPES ACQUISITION CORP.,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5680,0001615774-18-007959,931799,"GLYECO, INC.",2890.0,1231.0,10-Q,20180630,2018,Q2,,
5681,0001615774-18-007969,1353538,NEWTOWN LANE MARKETING INC,2050.0,331.0,10-Q,20180630,2018,Q1,,
5682,0001615774-18-007991,1363958,"WESTERN CAPITAL RESOURCES, INC.",6141.0,1231.0,10-Q,20180630,2018,Q2,,
5683,0001615774-18-007994,1090396,TABLE TRAC INC,7990.0,1231.0,10-Q,20180630,2018,Q2,,
5684,0001615774-18-008014,1326706,"NANOVIBRONIX, INC.",3842.0,1231.0,10-Q,20180630,2018,Q2,,
5685,0001615774-18-008033,1591913,QPAGOS,5961.0,1231.0,10-Q,20180630,2018,Q2,,
5686,0001615774-18-008045,1615063,"INSPIRED ENTERTAINMENT, INC.",7372.0,930.0,10-Q,20180630,2018,Q3,,
5687,0001615774-18-008047,1494891,"SENSUS HEALTHCARE, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
5688,0001615774-18-008048,1499961,"NET ELEMENT, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
5689,0001615774-18-008053,1680378,"SENESTECH, INC.",2870.0,1231.0,10-Q,20180630,2018,Q2,,
5690,0001615774-18-008063,12239,SPHERIX INC,6794.0,1231.0,10-Q,20180630,2018,Q2,,
5691,0001615774-18-008069,1632081,"HOMETOWN INTERNATIONAL, INC.",5412.0,1231.0,10-Q,20180630,2018,Q2,,
5692,0001615774-18-008071,1473579,"BOSTON THERAPEUTICS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
5693,0001615774-18-008074,1271075,"USELL.COM, INC.",7200.0,1231.0,10-Q,20180630,2018,Q2,,
5694,0001615774-18-008083,1622345,"POLAR POWER, INC.",3690.0,1231.0,10-Q,20180630,2018,Q2,,
5695,0001615774-18-008088,1630212,AVALON GLOBOCARE CORP.,8742.0,1231.0,10-Q,20180630,2018,Q2,,
5697,0001615774-18-008124,1623590,VITAXEL GROUP LTD,200.0,1231.0,10-Q,20180630,2018,Q2,,
5698,0001615774-18-008153,1704760,PENSARE ACQUISITION CORP,6770.0,331.0,10-Q,20180630,2018,Q1,,
5699,0001615774-18-008206,1706573,"TRIBUS ENTERPRISES, INC.",5084.0,331.0,10-Q,20180630,2018,Q1,,
5700,0001615774-18-008212,1634424,POWERCOMM HOLDINGS INC.,1700.0,1231.0,10-Q,20180331,2018,Q1,,
5701,0001615774-18-008293,225211,"ONE HORIZON GROUP, INC.",3661.0,1231.0,10-Q,20180630,2018,Q2,,
5702,0001615774-18-008329,1669400,"SANSAL WELLNESS HOLDINGS, INC.",5180.0,1231.0,10-Q,20180630,2018,Q2,,
5703,0001615774-18-008331,1428389,"BLOX, INC.",4911.0,331.0,10-Q,20180630,2018,Q1,,
5704,0001615774-18-008370,1510247,LIFEAPPS BRANDS INC.,7374.0,1231.0,10-Q,20180630,2018,Q2,,
5705,0001615774-18-008375,711665,FC GLOBAL REALTY INC,3845.0,1231.0,10-Q,20180630,2018,Q2,,
5706,0001615774-18-008428,1099509,VERTICAL COMPUTER SYSTEMS INC,7372.0,1231.0,10-Q,20180630,2018,Q2,,
5707,0001615774-18-008505,1693696,UNITED CAPITAL CONSULTANTS INC.,6770.0,1231.0,10-Q,20180630,2018,Q2,,
5708,0001615774-18-008603,1690384,"BIOCRUDE TECHNOLOGIES USA, INC.",4953.0,1231.0,10-Q,20180630,2018,Q2,,
